entity_id,state,last_changed
sensor.wohntemp,21.81919739760046,2022-12-30T12:00:00.000Z
sensor.wohntemp,21.721832921497224,2022-12-30T13:00:00.000Z
sensor.wohntemp,21.15287020277778,2022-12-30T14:00:00.000Z
sensor.wohntemp,20.63672387471667,2022-12-30T15:00:00.000Z
sensor.wohntemp,20.249423590188886,2022-12-30T16:00:00.000Z
sensor.wohntemp,21.00650150154722,2022-12-30T17:00:00.000Z
sensor.wohntemp,22.06635245144444,2022-12-30T18:00:00.000Z
sensor.wohntemp,21.295629973952774,2022-12-30T19:00:00.000Z
sensor.wohntemp,21.586234058441665,2022-12-30T20:00:00.000Z
sensor.wohntemp,22.159812635555554,2022-12-30T21:00:00.000Z
sensor.wohntemp,22.746936209333338,2022-12-30T22:00:00.000Z
sensor.wohntemp,22.089639041111113,2022-12-30T23:00:00.000Z
sensor.wohntemp,22.122112091444446,2022-12-31T00:00:00.000Z
sensor.wohntemp,21.747170797722223,2022-12-31T01:00:00.000Z
sensor.wohntemp,21.56259959163889,2022-12-31T02:00:00.000Z
sensor.wohntemp,21.509665862861112,2022-12-31T03:00:00.000Z
sensor.wohntemp,21.45789966372222,2022-12-31T04:00:00.000Z
sensor.wohntemp,21.44985320697222,2022-12-31T05:00:00.000Z
sensor.wohntemp,21.499948979805556,2022-12-31T06:00:00.000Z
sensor.wohntemp,21.472812280724998,2022-12-31T07:00:00.000Z
sensor.wohntemp,21.426148042833336,2022-12-31T08:00:00.000Z
sensor.wohntemp,21.928473062527775,2022-12-31T09:00:00.000Z
sensor.wohntemp,21.179782023666665,2022-12-31T10:00:00.000Z
sensor.wohntemp,20.896789375694443,2022-12-31T11:00:00.000Z
sensor.wohntemp,21.105881045725003,2022-12-31T12:00:00.000Z
sensor.wohntemp,20.871954596,2022-12-31T13:00:00.000Z
sensor.wohntemp,20.667663566861112,2022-12-31T14:00:00.000Z
sensor.wohntemp,20.583934642,2022-12-31T15:00:00.000Z
sensor.wohntemp,20.64615316997222,2022-12-31T16:00:00.000Z
sensor.wohntemp,20.64857827022222,2022-12-31T17:00:00.000Z
sensor.wohntemp,21.06279133675278,2022-12-31T18:00:00.000Z
sensor.wohntemp,20.88690692561389,2022-12-31T19:00:00.000Z
sensor.wohntemp,20.392811372644445,2022-12-31T20:00:00.000Z
sensor.wohntemp,20.301667891261115,2022-12-31T21:00:00.000Z
sensor.wohntemp,21.225069602972223,2022-12-31T22:00:00.000Z
sensor.wohntemp,21.18034175504444,2022-12-31T23:00:00.000Z
sensor.wohntemp,21.552961242333335,2023-01-01T00:00:00.000Z
sensor.wohntemp,21.85056935611111,2023-01-01T01:00:00.000Z
sensor.wohntemp,20.83604689513611,2023-01-01T02:00:00.000Z
sensor.wohntemp,21.293176043619447,2023-01-01T03:00:00.000Z
sensor.wohntemp,20.809050902666666,2023-01-01T04:00:00.000Z
sensor.wohntemp,20.520269253833334,2023-01-01T05:00:00.000Z
sensor.wohntemp,20.331374613083334,2023-01-01T06:00:00.000Z
sensor.wohntemp,20.250070007944448,2023-01-01T07:00:00.000Z
sensor.wohntemp,20.576262177055558,2023-01-01T08:00:00.000Z
sensor.wohntemp,21.185982447444445,2023-01-01T09:00:00.000Z
sensor.wohntemp,22.048962957055554,2023-01-01T10:00:00.000Z
sensor.wohntemp,22.409366424141666,2023-01-01T11:00:00.000Z
sensor.wohntemp,21.79855413686111,2023-01-01T12:00:00.000Z
sensor.wohntemp,20.757218554758335,2023-01-01T13:00:00.000Z
sensor.wohntemp,20.445968172361116,2023-01-01T14:00:00.000Z
sensor.wohntemp,20.559864088805558,2023-01-01T15:00:00.000Z
sensor.wohntemp,22.04372624133333,2023-01-01T16:00:00.000Z
sensor.wohntemp,22.73270136441667,2023-01-01T17:00:00.000Z
sensor.wohntemp,22.90573276546945,2023-01-01T18:00:00.000Z
sensor.wohntemp,21.127253631474996,2023-01-01T19:00:00.000Z
sensor.wohntemp,21.70470813311111,2023-01-01T20:00:00.000Z
sensor.wohntemp,23.64655754547222,2023-01-01T21:00:00.000Z
sensor.wohntemp,22.995388948575002,2023-01-01T22:00:00.000Z
sensor.wohntemp,22.584954114444443,2023-01-01T23:00:00.000Z
sensor.wohntemp,21.78230723466389,2023-01-02T00:00:00.000Z
sensor.wohntemp,21.389850038194453,2023-01-02T01:00:00.000Z
sensor.wohntemp,21.322374715444447,2023-01-02T02:00:00.000Z
sensor.wohntemp,21.261075707277776,2023-01-02T03:00:00.000Z
sensor.wohntemp,21.254485852472225,2023-01-02T04:00:00.000Z
sensor.wohntemp,21.202086554222223,2023-01-02T05:00:00.000Z
sensor.wohntemp,21.160051796444446,2023-01-02T06:00:00.000Z
sensor.wohntemp,21.094164807250003,2023-01-02T07:00:00.000Z
sensor.wohntemp,20.319544299347218,2023-01-02T08:00:00.000Z
sensor.wohntemp,21.228580721638888,2023-01-02T09:00:00.000Z
sensor.wohntemp,21.635110540777777,2023-01-02T10:00:00.000Z
sensor.wohntemp,21.93726241855556,2023-01-02T11:00:00.000Z
sensor.wohntemp,21.15851522665,2023-01-02T12:00:00.000Z
